,Classification,Mean R,Mean G,Mean B,Std R,Std G,Std B
92,sick,25.491958618164062,36.342010498046875,18.672805786132812,49.78761774921372,62.851496729453366,41.66871834892907
93,sick,30.715957641601562,42.03517150878906,26.563827514648438,49.8083757138605,66.33547514413785,43.41331860667406
94,sick,126.56419372558594,138.48883056640625,119.56327819824219,17.334805520595346,23.633317990449182,18.567804403645706
95,sick,123.20500183105469,136.78939819335938,113.32020568847656,26.44470630319518,29.97700516276839,31.746490400792197
96,sick,127.54754638671875,122.15158081054688,124.15757751464844,27.137995925197664,27.16703224375114,30.55295997604775
97,sick,128.03201293945312,120.8701171875,105.3321533203125,23.11627291142514,25.908933475235095,24.20140371949675
98,sick,106.75975036621094,125.36296081542969,97.68801879882812,26.961400526865688,24.06462337524599,31.522310435316097
99,sick,120.35316467285156,121.57815551757812,100.66342163085938,62.988100290855506,54.279734773174745,64.38296296637198
100,sick,115.20863342285156,126.21218872070312,105.18617248535156,23.701354747059455,21.218526821791574,31.11705988451986
101,sick,146.19757080078125,145.5726776123047,120.59530639648438,52.680992056222266,47.13906736783877,61.00120902394872
102,sick,112.89425659179688,120.74845886230469,112.16864013671875,21.07584787136679,14.446616114792459,29.037099374627164
103,sick,163.98007202148438,182.03704833984375,145.15602111816406,55.97183118170016,38.37459880535909,55.56180021062781
104,sick,140.99459838867188,145.5384979248047,126.45620727539062,25.559503904905316,27.22289275108207,25.581332575477607
105,sick,169.97161865234375,160.35926818847656,128.25009155273438,61.73325052296067,61.43916699218031,73.22987281879915
106,sick,122.89657592773438,136.37982177734375,114.09577941894531,23.87170035574961,30.945074701106105,29.876603162238418
107,sick,29.552200317382812,38.500213623046875,23.66961669921875,44.73314420436863,55.894767797148305,36.89233664161567
108,sick,112.02342224121094,115.10580444335938,99.29827880859375,45.122623631993335,44.442192051335994,54.69948128318893
109,sick,160.87843322753906,163.4021453857422,147.00592041015625,60.19813128106826,54.02274415147155,63.86276548418263
110,sick,120.743896484375,114.50541687011719,109.27726745605469,15.14428971879965,16.793142788945147,18.034431913767193
111,sick,116.287841796875,119.69178771972656,105.61647033691406,54.06285254247744,39.7367568924853,55.1613670306184
112,sick,113.22352600097656,117.64418029785156,103.40632629394531,64.7330086192266,62.12699603125188,74.43647207444981
113,sick,161.50071716308594,156.661865234375,137.06683349609375,65.45137163608665,63.12171597341999,72.0679165494648
114,sick,122.20631408691406,120.81654357910156,115.564208984375,23.93788355498576,25.194164007102838,28.57498151552465
115,sick,109.623779296875,112.98489379882812,107.77861022949219,24.004317817853288,17.1869695607191,27.425970930240258
116,sick,150.3117218017578,158.22869873046875,136.98458862304688,52.553026262871526,41.889506047547165,53.31754005422693
117,sick,28.151519775390625,40.757537841796875,21.569259643554688,31.222592328910192,45.4310641175946,23.704668533443268
118,sick,107.10476684570312,106.43331909179688,103.65779113769531,28.837318219639553,26.670255528851044,25.552651977832074
119,sick,97.69416809082031,103.57472229003906,91.84945678710938,43.71056768078695,35.395739852889626,47.076864290678365
120,sick,122.7445068359375,121.97787475585938,114.78083801269531,49.42358820335307,37.59167341167437,48.06531930919428
121,sick,86.40219116210938,99.12013244628906,81.67024230957031,22.917268998346774,27.44039093907843,23.48231672363586
122,sick,122.35275268554688,126.21894836425781,117.37001037597656,60.64822579122444,57.138984462245325,67.69423242544734
123,sick,118.89950561523438,117.48609924316406,114.56553649902344,25.323566538222984,26.797593984181116,30.89682965377936
124,sick,114.64439392089844,105.5518798828125,93.91024780273438,58.8093387480533,52.91732178086706,59.03468416352374
125,sick,116.35188293457031,110.225341796875,115.67268371582031,22.704234015791517,22.659473151774456,24.14242438001071
126,sick,17.020416259765625,21.55267333984375,9.673965454101562,35.5814698337731,42.86805961136006,21.850917484337046
127,sick,114.169677734375,117.43255615234375,81.0723876953125,43.30036440224087,44.92727241657704,22.53770325758674
128,sick,129.71206665039062,136.36366271972656,115.39729309082031,32.08526283912525,33.847633445091795,29.671244696488053
129,sick,113.909912109375,107.40907287597656,93.64698791503906,54.944592413542594,49.365912522438805,53.822241501076164
130,sick,119.66738891601562,116.16061401367188,103.57743835449219,72.80575404471541,63.24366015319861,70.94490266739977
131,sick,45.03584289550781,63.59260559082031,37.13844299316406,47.01694082656175,62.85035176651589,38.76230763679694
132,sick,128.74301147460938,122.21817016601562,120.49356079101562,21.430086879089085,21.436715818402284,25.364817798939896
133,sick,17.971649169921875,22.895828247070312,14.5712890625,29.091690682005666,37.43351687622651,22.7478210537578
134,sick,121.2210693359375,120.506103515625,103.59814453125,53.29618432264812,53.24512119900843,63.46405077826456
135,sick,114.01930236816406,115.03364562988281,108.08457946777344,18.89323245294299,16.996530879606816,25.274708410886028
136,sick,86.70738220214844,86.70327758789062,79.40875244140625,30.09567047831607,29.73077744426451,24.147307788723037
137,sick,117.370849609375,122.44346618652344,85.4791259765625,32.58897893024057,34.20436888833091,21.534360688251418
138,sick,101.24441528320312,110.08091735839844,99.8095703125,63.985984096800436,53.83695102591933,60.72602747224216
139,sick,138.78594970703125,121.99192810058594,115.01115417480469,44.22783132341987,46.80149946013987,59.321463174308846
140,sick,123.06733703613281,123.24360656738281,104.49314880371094,46.08076482905974,45.13700251781375,58.44787530668306
141,sick,123.91998291015625,129.88587951660156,117.39279174804688,57.02503288969731,54.60392630480222,62.27687819264666
142,sick,127.2708740234375,127.00880432128906,123.63543701171875,51.05855646026434,49.56221705466115,60.71178598385593
143,sick,109.29275512695312,111.35346984863281,89.3145751953125,51.41564598784693,45.95140707970283,50.777263773481
144,sick,105.55946350097656,107.75064086914062,108.17477416992188,60.61502669837844,59.992288853521174,66.81894899070913
145,sick,101.89620971679688,94.50465393066406,71.44972229003906,48.96305980909509,44.62946963209709,49.81808097102982
146,sick,129.43695068359375,128.45956420898438,111.998291015625,62.76638415666918,53.97172100433029,60.94673104769184
147,sick,116.64216613769531,117.373291015625,114.24613952636719,28.08228946615982,28.448626828324475,26.10139896643103
148,sick,105.94975280761719,104.939453125,100.71211242675781,51.47244318539259,49.69200944890505,56.93875839903151
149,sick,122.46562194824219,113.56134033203125,102.17170715332031,68.8868972329435,61.735541798460964,68.92952842287436
150,sick,113.71641540527344,141.05540466308594,105.44009399414062,62.53296281403057,46.9550702568906,67.86729798392655
151,sick,127.52944946289062,121.48533630371094,117.07966613769531,25.73405575116782,25.065795958174178,33.3409700818154
152,sick,120.47726440429688,126.45394897460938,107.87077331542969,24.346275306001274,15.130345441515754,30.656470143693365
153,sick,97.92774963378906,88.35777282714844,80.05470275878906,47.332265278591,46.576697693284665,49.16972026097488
154,sick,115.19296264648438,109.45846557617188,111.266357421875,26.197107063428415,26.794723328128995,26.313563081871976
155,sick,108.70547485351562,103.17158508300781,85.25411987304688,61.90125570862414,55.99803260698292,60.30709095321378
156,sick,120.913818359375,120.1617431640625,115.51899719238281,14.584493374553581,15.61539916094109,22.929491304438002
157,sick,108.04278564453125,108.82121276855469,114.18260192871094,20.384863600660374,23.42107697720353,20.51744781190213
158,sick,124.03343200683594,119.49668884277344,104.34712219238281,68.62137312078083,57.681420932795504,63.217305694099096
159,sick,121.90879821777344,121.35671997070312,118.82037353515625,23.466120509182684,21.76309146872088,28.69879777287584
160,sick,119.71295166015625,118.30561828613281,105.38967895507812,63.44261039664572,57.803271509430346,61.67370418785069
161,sick,114.75003051757812,115.00477600097656,99.23245239257812,79.72452599905826,73.00547095978752,78.44136246444727
162,sick,125.61965942382812,117.12811279296875,118.45719909667969,23.119553581191333,23.74626575706157,22.485142509209986
163,sick,102.02047729492188,97.84666442871094,89.94210815429688,42.32550282132435,41.188448049528574,45.825799962863925
164,sick,105.27394104003906,104.44610595703125,104.52352905273438,52.92454035985526,49.92277600389648,58.317859035341655
165,sick,161.9638671875,168.1881561279297,145.8348846435547,51.269442773361156,45.79446748973154,56.25830698840962
166,sick,126.13053894042969,124.15412902832031,102.15916442871094,64.00746400211055,54.30699800850887,66.39684983513793
167,sick,122.89726257324219,114.54704284667969,93.32998657226562,54.39913892467618,50.651095970926804,58.37110639050367
168,sick,147.81512451171875,149.58694458007812,132.74954223632812,34.25660765422614,33.4527839516503,23.593117808370604
169,sick,138.4610595703125,146.7315673828125,124.46263122558594,31.134806884054843,34.04003114418695,28.86612145038109
170,sick,150.2456817626953,144.20750427246094,129.92886352539062,53.9178326661302,51.40538016183644,57.132923651750986
171,sick,112.83509826660156,130.9950714111328,101.4442138671875,28.89079055223566,22.212218504247495,39.3386504553177
172,sick,123.67845153808594,112.77906799316406,117.25834655761719,22.664417644569593,21.20382021383045,22.91073100250737
173,sick,119.935302734375,107.84657287597656,94.79411315917969,57.80230797031777,52.66557321517109,55.88747394353176
174,sick,121.93138122558594,115.77278137207031,114.1895751953125,23.90670713581974,22.417297104342154,25.104911316944545
175,sick,128.45611572265625,129.1978302001953,115.02830505371094,66.90721284773055,57.61038997661044,65.55074254995418
176,sick,125.14254760742188,118.70658874511719,104.06332397460938,65.0138396944034,57.71806040043054,63.30939179493302
177,sick,132.5590057373047,120.8199462890625,114.21734619140625,43.700349167313725,42.138857476454476,53.835363565681334
178,sick,125.24855041503906,125.10848999023438,111.38984680175781,19.254792788363922,22.36064860190744,26.971337484740275
179,sick,156.5332489013672,157.7384490966797,137.9932403564453,57.59885798892408,56.65646919504213,66.67867763466218
180,sick,122.00390625,116.83737182617188,108.3143310546875,24.55273647246133,25.148731986592693,28.66750775138221
181,sick,175.20582580566406,178.00694274902344,158.37896728515625,50.09481985389996,40.4704157477951,55.95257467096181
182,sick,151.6722869873047,159.48854064941406,146.51759338378906,63.96904205065631,55.3563552907509,70.67010793684022
183,sick,121.264892578125,125.08393859863281,113.18785095214844,30.2462431953105,34.38215684856807,29.002303556041717
184,sick,112.97314453125,106.22944641113281,86.07197570800781,60.46604745232199,49.83875103725236,58.641188022244954
185,sick,112.37582397460938,104.31338500976562,87.85784912109375,54.12553133531312,46.21916163656478,52.8803026823527
186,sick,130.273193359375,133.07315063476562,122.07395935058594,48.56050421873971,44.926720070920126,58.798636642391585
187,sick,103.23033142089844,101.21562194824219,84.36210632324219,62.68453788689055,54.96653951081213,59.74915620913229
188,sick,117.62858581542969,127.79829406738281,106.89004516601562,24.60618543547877,22.248164977565764,30.967247098247345
189,sick,126.80831909179688,123.79013061523438,120.77055358886719,27.506964922881476,22.573920813312057,30.52428902819192
190,sick,123.16873168945312,123.87483215332031,118.83914184570312,26.38372692054523,27.89329913437894,29.931767557666564
191,sick,127.64849853515625,121.19155883789062,119.82212829589844,25.15789579128969,23.933527499320274,28.35710959378916
192,sick,128.10226440429688,120.42778015136719,116.2943115234375,25.286122270743203,26.843624428845274,27.047002308059426
193,sick,119.29655456542969,114.36911010742188,108.34359741210938,25.38851357268667,26.4874229747485,27.19645339996358
194,sick,108.87840270996094,124.35639953613281,95.50007629394531,31.544824101582847,34.9228708995252,32.42809851781472
195,sick,153.0435333251953,146.13180541992188,118.07310485839844,51.591964947632746,48.01137081642419,61.9851941002274
196,sick,113.68588256835938,118.55783081054688,109.30615234375,34.24199757412113,35.888776162940154,29.295290415317734
197,sick,119.974853515625,123.66888427734375,119.41384887695312,60.07139771525939,58.28966154800748,67.6053297832405
198,sick,121.91761779785156,120.35832214355469,117.76097106933594,51.85378663973004,50.67022787408173,60.855720191242334
199,sick,162.684814453125,160.31324768066406,130.07958984375,45.57598091904496,43.15313463526059,52.73940092649591
200,sick,102.7401123046875,98.67747497558594,90.63970947265625,52.015236836583675,47.702814691485194,52.357901366536936
201,sick,158.4959259033203,158.77139282226562,138.81732177734375,68.46758788879801,62.48612016377129,74.18064574651885
202,sick,106.68011474609375,110.36767578125,101.48348999023438,45.97258072799782,39.21058191296676,47.22234817197202
203,sick,102.31283569335938,120.93824768066406,84.96206665039062,16.7875347589076,28.354705163993035,22.865785403411593
204,sick,127.34197998046875,119.7330322265625,114.65457153320312,23.488400309661394,24.30561762795394,28.42748261877653
205,sick,113.08375549316406,109.57243347167969,90.44868469238281,61.66285013843574,53.45623931273136,59.842851890662345
206,sick,125.3863525390625,126.16915893554688,124.01113891601562,56.12633182207222,53.20025441735237,67.56768523368169
207,sick,114.3154296875,125.47557067871094,104.74598693847656,47.88549871840828,45.05345181714351,57.08116293535774
208,sick,144.6962432861328,157.34681701660156,136.75595092773438,40.35704073167924,42.35946581122016,44.86838640945806
209,sick,134.10964965820312,121.55648803710938,118.230712890625,45.47877091999828,37.9601550524124,43.017891221741856
210,sick,129.90037536621094,124.29910278320312,126.47624206542969,29.701010122557985,30.55992842381165,32.29560194961786
211,sick,106.85733032226562,118.94952392578125,105.36947631835938,53.66834618678307,44.735792071892185,59.4831780128087
212,sick,122.37567138671875,125.45611572265625,118.88247680664062,29.330002876941116,30.577376423167465,28.989669758425062
213,sick,116.29310607910156,120.22904968261719,103.48262023925781,40.00345000176682,40.51636329696077,41.809432292360135
214,sick,121.42527770996094,122.4468994140625,109.29780578613281,68.45814963035713,61.05149308980476,66.82693114048514
215,sick,124.161376953125,117.26043701171875,114.50057983398438,21.64631203384309,22.39077385580398,24.928573495461954
216,sick,161.4178009033203,151.6652374267578,146.50022888183594,54.02107776751058,47.957913806176414,53.67218573600965
217,sick,119.75190734863281,123.08851623535156,122.47018432617188,24.13533115423325,25.52512677984551,26.223174927175357
218,sick,108.45594787597656,118.73028564453125,98.98812866210938,37.115621353749795,29.171503759767237,48.034085690548025
219,sick,110.12924194335938,113.93553161621094,98.25752258300781,58.890268384030215,47.8479326781867,55.75892284360005
220,sick,25.873931884765625,35.29803466796875,23.564102172851562,39.86542731879075,52.66072066789274,36.124277857496935
221,sick,101.42958068847656,104.68048095703125,80.71868896484375,58.5413050468267,48.40743542629099,57.30587770224772
222,sick,42.10682678222656,62.954864501953125,34.34812927246094,51.53658663267359,72.09880073911532,44.01451780454999
223,sick,121.422119140625,115.06413269042969,96.55369567871094,52.71849218225214,44.11352034422645,49.15428954814467
224,sick,90.99345397949219,104.9129638671875,93.50918579101562,51.3123400433362,42.420517061077454,50.67295310241726
225,sick,126.57492065429688,127.82124328613281,118.59768676757812,24.994037417477358,18.70429931221973,32.169391667753175
226,sick,116.55451965332031,105.49497985839844,92.91021728515625,52.57039684819437,47.87994667547396,53.803466282232876
227,sick,33.86360168457031,42.393280029296875,25.6397705078125,36.8459216767185,45.65140897458609,27.87101182050098
228,sick,107.64558410644531,106.738525390625,97.59129333496094,38.44540755288721,37.426512338887136,30.643407601681595
229,sick,102.83085632324219,114.25796508789062,81.79644775390625,53.50481358091949,59.63767718239172,36.96795227539358
230,sick,102.52584838867188,103.22004699707031,85.90187072753906,55.16140758751254,45.61476429328754,50.07927826449469
231,sick,118.15544128417969,127.433837890625,104.68272399902344,27.234311554097467,23.386376900418075,35.71429151320442
232,sick,113.05979919433594,117.78317260742188,99.07119750976562,35.97247208167637,40.93546536024621,24.59612297966243
233,sick,162.22760009765625,157.34619140625,131.44808959960938,41.71195467772189,39.291452783802754,49.081304150677134
234,sick,126.62811279296875,130.83619689941406,113.57656860351562,45.50230525367338,39.98167315711499,55.53827368613096
235,sick,116.76554870605469,121.75303649902344,98.19715881347656,63.34142594283656,54.178831314174246,62.04780354027857
236,sick,129.75308227539062,140.82919311523438,122.9384765625,16.12043277725139,22.068964971202053,17.866498272491313
237,sick,120.28509521484375,122.52577209472656,116.019287109375,22.163065358379498,20.32383415413325,28.173837703392476
238,sick,160.11788940429688,173.14984130859375,143.92115783691406,56.972309706428845,46.90206812191101,64.6020615408042
239,sick,123.90104675292969,116.91082763671875,114.4432373046875,25.20800228165518,26.294836173150095,26.556882115813554
240,sick,116.72319030761719,110.2640380859375,102.005615234375,25.749063536380458,27.762588280977987,27.625373370681046
241,sick,120.05989074707031,111.29154968261719,106.91929626464844,23.47199022423355,23.926858827854396,23.823337172025223
242,sick,105.97744750976562,117.23399353027344,103.28857421875,29.21975283084626,22.666720610266648,32.5834023388736
243,sick,126.47990417480469,119.87362670898438,119.47491455078125,25.23740776505145,18.928103240705706,26.781707157097333
244,sick,144.86074829101562,145.6717987060547,122.618408203125,51.76554676718529,38.44108090342285,49.95429844234201
245,sick,97.09063720703125,109.20692443847656,92.04319763183594,69.11648453203141,61.18933699939674,70.95380227950758
246,sick,110.59503173828125,118.46441650390625,104.17263793945312,41.363151239832064,32.797950880458714,41.28387517199877
247,sick,154.4683837890625,156.30503845214844,127.93992614746094,65.79219615666257,55.604771187917926,72.83898522564665
248,sick,117.44921875,107.34989929199219,108.95407104492188,47.015248686025146,47.69142648025305,54.12385846897155
249,sick,109.38108825683594,104.93499755859375,100.08139038085938,20.930518352934406,21.000946419451896,24.525553510965963
250,sick,108.84857177734375,119.51284790039062,104.11489868164062,21.171272919511612,24.124885893086663,24.241927169912
251,sick,128.89645385742188,122.80642700195312,111.79182434082031,43.951237332511965,41.85159974916006,58.21039683751859
252,sick,99.29226684570312,104.12594604492188,92.15849304199219,44.98296761553437,36.30694788523851,47.386207359321745
253,sick,115.13414001464844,121.97059631347656,110.66355895996094,34.69453532592233,25.35265500436409,36.733151848915604
254,sick,128.60252380371094,117.38352966308594,108.53079223632812,43.90852473091334,41.75106407812516,52.71716239071193
255,sick,123.58314514160156,117.26118469238281,100.996826171875,50.45198615954629,43.91131155168038,51.952712248689906
256,sick,114.05964660644531,110.5667724609375,94.26724243164062,68.80467084969183,60.168799903781604,64.7222451501729
257,sick,115.0694580078125,119.4354248046875,113.69120788574219,23.14998578498303,22.44336633281286,27.399754581315765
258,sick,113.99676513671875,116.95008850097656,116.99530029296875,22.838750185669724,24.00145899454596,24.786301795959993
259,sick,126.60293579101562,132.00535583496094,116.75297546386719,24.195707156403614,16.59306635542691,32.50091220918646
260,sick,102.40771484375,97.1060791015625,82.79148864746094,58.39369308949061,52.72417964781567,54.589359721227495
261,sick,27.710357666015625,36.829620361328125,21.284454345703125,40.84445458512272,49.459713895844324,30.828892975926017
262,sick,92.57550048828125,109.67276000976562,127.49969482421875,31.41652030638016,35.36254059757487,43.09668525176261
263,sick,121.36561584472656,119.35389709472656,115.98696899414062,20.084978189124538,20.91036278644653,25.8924244974152
